#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AMPH	SYNJ2	9606.ENSP00000348602	9606.ENSP00000347792	0	0	0	0	0	0.099	0	0.950	0.953
AMPH	ANK2	9606.ENSP00000348602	9606.ENSP00000349588	0	0	0	0	0.122	0.066	0	0.394	0.460
ANGPTL2	VASH1	9606.ENSP00000362524	9606.ENSP00000167106	0	0	0	0	0.067	0	0	0.386	0.403
ANGPTL2	IGFBP2	9606.ENSP00000362524	9606.ENSP00000233809	0	0	0	0	0.042	0	0	0.438	0.438
ANGPTL2	PDGFRB	9606.ENSP00000362524	9606.ENSP00000261799	0	0	0	0	0.242	0.115	0	0.179	0.401
ANGPTL2	BGN	9606.ENSP00000362524	9606.ENSP00000327336	0	0	0	0	0.346	0	0	0.173	0.436
ANGPTL2	MYLK	9606.ENSP00000362524	9606.ENSP00000353452	0	0	0	0	0.095	0.125	0	0.403	0.486
ANGPTL2	COL6A1	9606.ENSP00000362524	9606.ENSP00000355180	0	0	0	0	0.337	0	0	0.142	0.407
ANGPTL2	THBS2	9606.ENSP00000362524	9606.ENSP00000355751	0	0	0	0	0.230	0.097	0	0.274	0.451
ANGPTL4	MT3	9606.ENSP00000301455	9606.ENSP00000200691	0	0	0	0	0.056	0	0	0.427	0.435
ANGPTL4	MMP2	9606.ENSP00000301455	9606.ENSP00000219070	0	0	0	0	0.059	0	0	0.582	0.590
ANGPTL4	CCL2	9606.ENSP00000301455	9606.ENSP00000225831	0	0	0	0	0.062	0	0	0.396	0.409
ANGPTL4	APOE	9606.ENSP00000301455	9606.ENSP00000252486	0	0	0	0	0.066	0.056	0	0.431	0.454
ANGPTL4	SLC2A1	9606.ENSP00000301455	9606.ENSP00000416293	0	0	0	0	0.080	0	0	0.385	0.410
ANGPTL4	SDC1	9606.ENSP00000301455	9606.ENSP00000370542	0	0	0	0	0.044	0	0	0.499	0.500
ANGPTL4	MMP1	9606.ENSP00000301455	9606.ENSP00000322788	0	0	0	0	0.067	0	0	0.680	0.689
ANGPTL4	CD36	9606.ENSP00000301455	9606.ENSP00000415743	0	0	0	0	0.055	0	0	0.686	0.690
ANK2	RELB	9606.ENSP00000349588	9606.ENSP00000221452	0	0	0	0	0.064	0.098	0	0.725	0.748
ANK2	KCNJ2	9606.ENSP00000349588	9606.ENSP00000243457	0	0	0	0	0	0.045	0	0.583	0.584
ANK2	GYPC	9606.ENSP00000349588	9606.ENSP00000259254	0	0	0	0	0.048	0.045	0	0.669	0.673
ANK2	TMOD1	9606.ENSP00000349588	9606.ENSP00000259365	0	0	0	0	0.044	0	0	0.716	0.717
ANK2	TP53	9606.ENSP00000349588	9606.ENSP00000269305	0	0	0	0	0	0.077	0	0.717	0.727
ANK2	SCN3A	9606.ENSP00000349588	9606.ENSP00000283254	0	0	0	0	0.109	0.071	0.500	0.259	0.652
ANK2	EHD3	9606.ENSP00000349588	9606.ENSP00000327116	0	0	0	0	0.072	0.301	0	0.238	0.463
ANK2	FLNC	9606.ENSP00000349588	9606.ENSP00000327145	0	0	0	0	0.142	0.069	0	0.389	0.470
ANK2	CADM1	9606.ENSP00000349588	9606.ENSP00000329797	0	0	0	0	0.086	0.093	0	0.467	0.519
ANK2	EPB41L1	9606.ENSP00000349588	9606.ENSP00000337168	0	0	0	0	0.107	0	0	0.610	0.636
ANK2	SHANK2	9606.ENSP00000349588	9606.ENSP00000345193	0	0	0	0	0.074	0.067	0	0.591	0.615
ANK2	EPB41	9606.ENSP00000349588	9606.ENSP00000345259	0	0	0	0	0	0	0	0.996	0.996
ANK2	DTNA	9606.ENSP00000349588	9606.ENSP00000470152	0	0	0	0	0.187	0.050	0	0.288	0.402
ANK2	TGM2	9606.ENSP00000349588	9606.ENSP00000355330	0	0	0	0	0	0.042	0	0.404	0.405
ANK2	SLC2A1	9606.ENSP00000349588	9606.ENSP00000416293	0	0	0	0	0.067	0.045	0	0.425	0.443
ANK2	SLC4A4	9606.ENSP00000349588	9606.ENSP00000393557	0	0	0	0	0.102	0	0	0.406	0.444
ANK2	CHUK	9606.ENSP00000349588	9606.ENSP00000359424	0	0	0	0	0	0.095	0	0.460	0.490
ANK2	SCN7A	9606.ENSP00000349588	9606.ENSP00000496114	0	0	0	0	0.084	0.071	0.500	0.059	0.546
ANK2	DMD	9606.ENSP00000349588	9606.ENSP00000354923	0	0	0	0	0.085	0.294	0	0.658	0.760
ANK2	SCN2A	9606.ENSP00000349588	9606.ENSP00000490107	0	0	0	0	0.148	0.071	0.500	0.663	0.848
ANK2	ITPR2	9606.ENSP00000349588	9606.ENSP00000370744	0	0	0	0	0.042	0.085	0.900	0.232	0.923
ANK2	L1CAM	9606.ENSP00000349588	9606.ENSP00000359077	0	0	0	0	0.087	0.134	0.500	0.979	0.990
ANKRD1	TRIM55	9606.ENSP00000360762	9606.ENSP00000323913	0	0	0	0	0.080	0.305	0	0.192	0.438
ANKRD1	FLNC	9606.ENSP00000360762	9606.ENSP00000327145	0	0	0	0	0.190	0.069	0	0.297	0.424
ANKRD1	SGCD	9606.ENSP00000360762	9606.ENSP00000338343	0	0	0	0	0.080	0	0	0.401	0.425
ANKRD1	MEF2C	9606.ENSP00000360762	9606.ENSP00000340874	0	0	0	0	0	0.058	0	0.540	0.548
ANKRD1	DTNA	9606.ENSP00000360762	9606.ENSP00000470152	0	0	0	0	0.083	0.091	0	0.348	0.409
ANKRD1	FBN2	9606.ENSP00000360762	9606.ENSP00000424571	0	0	0	0	0.084	0.098	0	0.418	0.477
ANLN	RAD51AP1	9606.ENSP00000265748	9606.ENSP00000228843	0	0	0	0	0.422	0	0	0.159	0.493
ANLN	GMNN	9606.ENSP00000265748	9606.ENSP00000230056	0	0	0	0	0.271	0	0	0.275	0.450
ANLN	TMOD1	9606.ENSP00000265748	9606.ENSP00000259365	0	0	0	0	0	0.402	0	0.166	0.480
ANLN	KIF11	9606.ENSP00000265748	9606.ENSP00000260731	0	0	0	0	0.879	0	0	0.582	0.947
ANLN	SPECC1	9606.ENSP00000265748	9606.ENSP00000261503	0	0	0	0	0.094	0.391	0	0.127	0.476
ANLN	CENPU	9606.ENSP00000265748	9606.ENSP00000281453	0	0	0	0	0.260	0	0	0.230	0.406
ANLN	PCDH7	9606.ENSP00000265748	9606.ENSP00000441802	0	0	0	0	0.048	0.051	0.400	0	0.410
ANLN	FYN	9606.ENSP00000265748	9606.ENSP00000346671	0	0	0	0	0	0.379	0	0.090	0.410
ANLN	SOWAHC	9606.ENSP00000265748	9606.ENSP00000365830	0	0	0	0	0.060	0	0.400	0.066	0.427
ANLN	PHGDH	9606.ENSP00000265748	9606.ENSP00000493382	0	0	0	0	0.109	0.292	0	0.167	0.428
ANLN	FLNC	9606.ENSP00000265748	9606.ENSP00000327145	0	0	0	0	0.067	0.292	0	0.206	0.430
ANLN	RAI14	9606.ENSP00000265748	9606.ENSP00000427123	0	0	0	0	0.115	0.402	0	0	0.448
ANLN	BUB3	9606.ENSP00000265748	9606.ENSP00000357858	0	0	0	0	0.129	0	0	0.398	0.454
ANLN	CDCA7	9606.ENSP00000265748	9606.ENSP00000306968	0	0	0	0	0.249	0.052	0	0.295	0.454
ANLN	LYN	9606.ENSP00000265748	9606.ENSP00000428924	0	0	0	0	0	0.437	0	0.071	0.455
ANLN	DTL	9606.ENSP00000265748	9606.ENSP00000355958	0	0	0	0	0.378	0	0	0.182	0.469
ANLN	DSCC1	9606.ENSP00000265748	9606.ENSP00000322180	0	0	0	0	0.305	0	0	0.281	0.479
ANLN	MCM10	9606.ENSP00000265748	9606.ENSP00000418268	0	0	0	0	0.395	0	0	0.179	0.482
ANLN	SPC25	9606.ENSP00000265748	9606.ENSP00000282074	0	0	0	0	0.455	0	0	0.098	0.487
ANLN	ZWINT	9606.ENSP00000265748	9606.ENSP00000363055	0	0	0	0	0.340	0	0	0.260	0.490
ANLN	CENPK	9606.ENSP00000265748	9606.ENSP00000379911	0	0	0	0	0.312	0	0	0.315	0.509
ANLN	SGO2	9606.ENSP00000265748	9606.ENSP00000350447	0	0	0	0	0.439	0	0	0.190	0.526
ANLN	HELLS	9606.ENSP00000265748	9606.ENSP00000377601	0	0	0	0	0.297	0	0	0.353	0.526
ANLN	CDT1	9606.ENSP00000265748	9606.ENSP00000301019	0	0	0	0	0.440	0	0	0.191	0.527
ANLN	NCAPG2	9606.ENSP00000265748	9606.ENSP00000387007	0	0	0	0	0.455	0	0	0.203	0.547
ANLN	JUP	9606.ENSP00000265748	9606.ENSP00000377508	0	0	0	0	0.068	0.292	0.400	0.052	0.574
ANLN	KIF20B	9606.ENSP00000265748	9606.ENSP00000360793	0	0	0	0	0.375	0.091	0	0.436	0.652
ANLN	UBE2T	9606.ENSP00000265748	9606.ENSP00000494957	0	0	0	0	0.430	0	0	0.416	0.653
ANLN	TYMS	9606.ENSP00000265748	9606.ENSP00000315644	0	0	0	0	0.462	0	0	0.517	0.729
ANLN	SHCBP1	9606.ENSP00000265748	9606.ENSP00000306473	0	0	0	0	0.474	0.292	0	0.367	0.743
ANLN	CDCA8	9606.ENSP00000265748	9606.ENSP00000362146	0	0	0	0	0.479	0.292	0	0.475	0.789
ANLN	MELK	9606.ENSP00000265748	9606.ENSP00000298048	0	0	0	0	0.587	0	0	0.608	0.831
ANLN	PRC1	9606.ENSP00000265748	9606.ENSP00000377793	0	0	0	0	0.724	0	0	0.442	0.839
ANLN	CEP55	9606.ENSP00000265748	9606.ENSP00000360540	0	0	0	0	0.778	0.292	0	0.592	0.930
ANLN	KIF20A	9606.ENSP00000265748	9606.ENSP00000378356	0	0	0	0	0.823	0.328	0	0.607	0.949
ANLN	RACGAP1	9606.ENSP00000265748	9606.ENSP00000404190	0	0	0	0	0.607	0.416	0	0.990	0.997
ANO1	KIT	9606.ENSP00000347454	9606.ENSP00000288135	0	0	0	0	0.057	0	0	0.891	0.892
ANO1	CAMK2G	9606.ENSP00000347454	9606.ENSP00000319060	0	0	0	0	0	0	0	0.476	0.476
ANO1	KRT7	9606.ENSP00000347454	9606.ENSP00000329243	0	0	0	0	0.082	0	0	0.542	0.561
ANO1	LRRC8C	9606.ENSP00000347454	9606.ENSP00000359483	0	0	0	0	0	0	0	0.422	0.422
ANO1	SDHB	9606.ENSP00000347454	9606.ENSP00000364649	0	0	0	0	0	0	0	0.478	0.478
ANXA7	VPS26A	9606.ENSP00000362010	9606.ENSP00000263559	0	0	0	0	0.190	0	0	0.752	0.790
ANXA7	TP53	9606.ENSP00000362010	9606.ENSP00000269305	0	0	0	0	0	0.229	0	0.266	0.409
ANXA7	GTPBP4	9606.ENSP00000362010	9606.ENSP00000354040	0	0	0	0	0.053	0	0	0.590	0.595
ANXA7	LMOD1	9606.ENSP00000362010	9606.ENSP00000356257	0	0	0	0	0	0	0	0.461	0.461
ANXA7	CPPED1	9606.ENSP00000362010	9606.ENSP00000371193	0	0	0	0	0.067	0.079	0	0.393	0.434
ANXA7	RNASET2	9606.ENSP00000362010	9606.ENSP00000426455	0	0	0	0	0.042	0	0	0.456	0.456
AOX1	RDH10	9606.ENSP00000363832	9606.ENSP00000240285	0	0	0	0	0	0	0.900	0.140	0.910
AOX1	CYP2S1	9606.ENSP00000363832	9606.ENSP00000308032	0	0	0	0	0.059	0	0.913	0.203	0.929
AOX1	MAOA	9606.ENSP00000363832	9606.ENSP00000340684	0	0	0	0	0.088	0	0.900	0.468	0.947
AOX1	FMO3	9606.ENSP00000363832	9606.ENSP00000356729	0.057	0	0	0	0.119	0	0	0.406	0.463
AOX1	DHRS3	9606.ENSP00000363832	9606.ENSP00000480439	0	0	0	0	0.044	0	0.900	0.134	0.910
AOX1	NNMT	9606.ENSP00000363832	9606.ENSP00000441434	0	0	0	0	0.199	0	0.900	0.507	0.957
AOX1	MAOB	9606.ENSP00000363832	9606.ENSP00000367309	0	0	0	0	0.090	0	0.900	0.687	0.969
AP1G2	SYNJ2	9606.ENSP00000312442	9606.ENSP00000347792	0	0	0	0	0.048	0.476	0	0.115	0.520
AP1G2	HLA-A	9606.ENSP00000312442	9606.ENSP00000379873	0	0	0	0	0.044	0	0.650	0	0.651
APBB1IP	CD4	9606.ENSP00000365411	9606.ENSP00000011653	0	0	0	0	0.138	0	0.360	0.168	0.501
APBB1IP	PYCARD	9606.ENSP00000365411	9606.ENSP00000247470	0	0	0	0	0.097	0	0	0.372	0.409
APBB1IP	RAC2	9606.ENSP00000365411	9606.ENSP00000249071	0	0	0	0	0.349	0.076	0	0.239	0.502
APBB1IP	KNSTRN	9606.ENSP00000365411	9606.ENSP00000249776	0	0	0	0	0	0	0	0.578	0.578
APBB1IP	ARHGAP20	9606.ENSP00000365411	9606.ENSP00000260283	0	0	0	0	0.049	0	0	0.472	0.476
APBB1IP	MAP2K1	9606.ENSP00000365411	9606.ENSP00000302486	0	0	0	0	0.048	0	0.500	0.076	0.522
APBB1IP	ARRB2	9606.ENSP00000365411	9606.ENSP00000403701	0	0	0	0	0.097	0	0.400	0.063	0.447
APBB1IP	EVL	9606.ENSP00000365411	9606.ENSP00000376652	0	0	0	0	0.067	0.145	0.900	0.555	0.959
APCDD1	CGNL1	9606.ENSP00000347433	9606.ENSP00000281282	0	0	0	0	0.067	0	0	0.387	0.404
APCDD1	LRP5	9606.ENSP00000347433	9606.ENSP00000294304	0	0	0	0	0	0.292	0	0.987	0.991
APCDD1	DKK1	9606.ENSP00000347433	9606.ENSP00000363081	0	0	0	0	0	0	0	0.406	0.406
APLF	PARG	9606.ENSP00000307004	9606.ENSP00000384408	0	0	0	0	0.049	0	0	0.630	0.633
APLF	MACROH2A2	9606.ENSP00000307004	9606.ENSP00000362352	0	0	0	0	0	0.604	0	0.310	0.715
APOE	CD74	9606.ENSP00000252486	9606.ENSP00000009530	0	0	0	0	0.074	0	0	0.451	0.470
APOE	CD4	9606.ENSP00000252486	9606.ENSP00000011653	0	0	0	0	0.054	0	0	0.697	0.701
APOE	MMP2	9606.ENSP00000252486	9606.ENSP00000219070	0	0	0	0	0.088	0.045	0	0.642	0.661
APOE	PLAT	9606.ENSP00000252486	9606.ENSP00000220809	0	0	0	0	0.044	0	0	0.638	0.639
APOE	NEFM	9606.ENSP00000252486	9606.ENSP00000221166	0	0	0	0	0.064	0.307	0	0.227	0.455
APOE	CCL2	9606.ENSP00000252486	9606.ENSP00000225831	0	0	0	0	0.125	0	0	0.721	0.746
APOE	COL1A1	9606.ENSP00000252486	9606.ENSP00000225964	0	0	0	0	0.063	0	0	0.539	0.549
APOE	MGP	9606.ENSP00000252486	9606.ENSP00000228938	0	0	0	0	0.064	0	0	0.440	0.454
APOE	RBP1	9606.ENSP00000252486	9606.ENSP00000232219	0	0	0	0	0.100	0	0.500	0.131	0.574
APOE	FOXO1	9606.ENSP00000252486	9606.ENSP00000368880	0	0	0	0	0.050	0	0	0.396	0.401
APOE	UCP2	9606.ENSP00000252486	9606.ENSP00000499695	0	0	0	0	0.049	0	0	0.399	0.404
APOE	MEF2C	9606.ENSP00000252486	9606.ENSP00000340874	0	0	0	0	0	0	0	0.412	0.412
APOE	SNAP25	9606.ENSP00000252486	9606.ENSP00000254976	0	0	0	0	0.062	0	0	0.400	0.413
APOE	DHCR24	9606.ENSP00000252486	9606.ENSP00000360316	0	0	0	0	0.049	0	0	0.408	0.413
APOE	SNCAIP	9606.ENSP00000252486	9606.ENSP00000261367	0	0	0	0	0	0.057	0	0.408	0.417
APOE	FBN1	9606.ENSP00000252486	9606.ENSP00000325527	0	0	0	0	0.057	0.062	0	0.395	0.418
APOE	MAOA	9606.ENSP00000252486	9606.ENSP00000340684	0	0	0	0	0.078	0	0	0.411	0.434
APOE	CYGB	9606.ENSP00000252486	9606.ENSP00000293230	0	0	0	0	0.086	0	0	0.408	0.435
APOE	TXN	9606.ENSP00000252486	9606.ENSP00000363641	0	0	0	0	0.055	0	0	0.430	0.438
APOE	SOD2	9606.ENSP00000252486	9606.ENSP00000446252	0	0	0	0	0.044	0	0	0.447	0.448
APOE	SCN2A	9606.ENSP00000252486	9606.ENSP00000490107	0	0	0	0	0	0	0	0.454	0.454
APOE	DPP4	9606.ENSP00000252486	9606.ENSP00000353731	0	0	0	0	0	0	0	0.454	0.454
APOE	FASN	9606.ENSP00000252486	9606.ENSP00000304592	0	0	0	0	0.092	0	0	0.431	0.461
APOE	MAF	9606.ENSP00000252486	9606.ENSP00000327048	0	0	0	0	0.081	0	0	0.439	0.462
APOE	MAOB	9606.ENSP00000252486	9606.ENSP00000367309	0	0	0	0	0.100	0	0	0.433	0.468
APOE	COL5A1	9606.ENSP00000252486	9606.ENSP00000360882	0	0	0	0	0.049	0	0	0.465	0.469
APOE	IGF2	9606.ENSP00000252486	9606.ENSP00000391826	0	0	0	0	0.229	0	0	0.350	0.477
APOE	SELENOP	9606.ENSP00000252486	9606.ENSP00000425915	0	0	0	0	0.250	0.072	0	0.311	0.478
APOE	NRGN	9606.ENSP00000252486	9606.ENSP00000284292	0	0	0	0	0	0	0	0.479	0.479
APOE	CELSR2	9606.ENSP00000252486	9606.ENSP00000271332	0	0	0	0	0.059	0	0	0.475	0.484
APOE	CXCL12	9606.ENSP00000252486	9606.ENSP00000379140	0	0	0	0	0.134	0	0	0.447	0.500
APOE	CASS4	9606.ENSP00000252486	9606.ENSP00000353462	0	0	0	0	0	0	0	0.507	0.507
APOE	F10	9606.ENSP00000252486	9606.ENSP00000364709	0	0	0	0	0.066	0	0	0.514	0.526
APOE	SCD	9606.ENSP00000252486	9606.ENSP00000359380	0	0	0	0	0.177	0	0	0.448	0.526
APOE	SOAT1	9606.ENSP00000252486	9606.ENSP00000356591	0	0	0	0	0.105	0	0	0.513	0.545
APOE	THY1	9606.ENSP00000252486	9606.ENSP00000284240	0	0	0	0	0.120	0	0	0.505	0.545
APOE	COL3A1	9606.ENSP00000252486	9606.ENSP00000304408	0	0	0	0	0.056	0	0	0.543	0.550
APOE	PLAU	9606.ENSP00000252486	9606.ENSP00000361850	0	0	0	0	0.058	0	0	0.551	0.558
APOE	THBS2	9606.ENSP00000252486	9606.ENSP00000355751	0	0	0	0	0.098	0.062	0	0.526	0.564
APOE	NCEH1	9606.ENSP00000252486	9606.ENSP00000442464	0	0	0	0	0.070	0	0	0.552	0.565
APOE	FGF5	9606.ENSP00000252486	9606.ENSP00000311697	0	0	0	0	0.053	0	0	0.562	0.568
APOE	FGF9	9606.ENSP00000252486	9606.ENSP00000371790	0	0	0	0	0.053	0	0	0.563	0.569
APOE	FGF18	9606.ENSP00000252486	9606.ENSP00000274625	0	0	0	0	0.053	0	0	0.571	0.576
APOE	PDGFRB	9606.ENSP00000252486	9606.ENSP00000261799	0	0	0	0	0.070	0	0	0.609	0.620
APOE	SREBF2	9606.ENSP00000252486	9606.ENSP00000354476	0	0	0	0	0	0	0	0.621	0.621
APOE	ELN	9606.ENSP00000252486	9606.ENSP00000351807	0	0	0	0	0.062	0	0	0.625	0.633
APOE	TP53	9606.ENSP00000252486	9606.ENSP00000269305	0	0	0	0	0	0	0	0.678	0.678
APOE	CFB	9606.ENSP00000252486	9606.ENSP00000416561	0	0	0	0	0.130	0	0	0.670	0.700
APOE	RELN	9606.ENSP00000252486	9606.ENSP00000392423	0	0	0	0	0.067	0	0	0.701	0.709
APOE	BGN	9606.ENSP00000252486	9606.ENSP00000327336	0	0	0	0	0.178	0	0	0.677	0.723
APOE	LRP5	9606.ENSP00000252486	9606.ENSP00000294304	0	0	0	0	0	0	0	0.736	0.736
APOE	SDC2	9606.ENSP00000252486	9606.ENSP00000307046	0	0	0	0	0.078	0	0.500	0.483	0.741
APOE	ICAM1	9606.ENSP00000252486	9606.ENSP00000264832	0	0	0	0	0.054	0	0	0.786	0.789
APOE	CD36	9606.ENSP00000252486	9606.ENSP00000415743	0	0	0	0	0.081	0	0	0.786	0.795
APOE	VCAM1	9606.ENSP00000252486	9606.ENSP00000294728	0	0	0	0	0.113	0.046	0	0.782	0.799
APOE	HMGCR	9606.ENSP00000252486	9606.ENSP00000287936	0	0	0	0	0	0	0	0.806	0.806
APOE	MMP3	9606.ENSP00000252486	9606.ENSP00000299855	0	0	0	0	0.056	0.688	0	0.441	0.821
APOE	LDLR	9606.ENSP00000252486	9606.ENSP00000454071	0	0	0	0	0	0.617	0.540	0.160	0.839
APOE	MTHFR	9606.ENSP00000252486	9606.ENSP00000365770	0	0	0	0	0	0	0	0.843	0.843
APOE	SDC1	9606.ENSP00000252486	9606.ENSP00000370542	0	0	0	0	0.049	0	0.500	0.870	0.932
APOE	SORL1	9606.ENSP00000252486	9606.ENSP00000260197	0	0	0	0	0.042	0.600	0	0.995	0.997
APOE	CLU	9606.ENSP00000252486	9606.ENSP00000315130	0	0	0	0	0.241	0	0.720	0.997	0.999
AQP1	EPHB2	9606.ENSP00000311165	9606.ENSP00000383053	0	0	0	0	0.066	0.041	0	0.477	0.491
AQP1	SLC4A4	9606.ENSP00000311165	9606.ENSP00000393557	0	0	0	0	0.129	0	0	0.474	0.522
AQP1	SLC2A1	9606.ENSP00000311165	9606.ENSP00000416293	0	0	0	0	0.062	0.089	0	0.552	0.584
AQP1	LIN7A	9606.ENSP00000311165	9606.ENSP00000447488	0	0	0	0	0	0	0	0.594	0.594
ARHGAP22	PLXDC2	9606.ENSP00000412461	9606.ENSP00000366460	0	0	0	0	0.043	0	0	0.441	0.442
ARHGAP22	NYNRIN	9606.ENSP00000412461	9606.ENSP00000371994	0	0	0	0	0	0	0	0.569	0.569
ARHGAP28	ARHGAP29	9606.ENSP00000392660	9606.ENSP00000260526	0	0	0	0	0.044	0.067	0	0.475	0.491
ARHGAP28	ENOX1	9606.ENSP00000392660	9606.ENSP00000261488	0	0	0	0	0.043	0	0	0.447	0.448
ARHGAP29	FOXE1	9606.ENSP00000260526	9606.ENSP00000364265	0	0	0	0	0.050	0	0	0.426	0.431
ARHGAP29	IRF6	9606.ENSP00000260526	9606.ENSP00000355988	0	0	0	0	0.062	0	0	0.631	0.640
ARHGAP29	PARG	9606.ENSP00000260526	9606.ENSP00000384408	0	0	0	0	0.056	0	0	0.861	0.863
ARHGAP29	PTPN13	9606.ENSP00000260526	9606.ENSP00000394794	0	0	0	0	0.062	0.292	0	0.861	0.899
ARHGDIB	RHOJ	9606.ENSP00000228945	9606.ENSP00000316729	0	0	0	0	0.069	0.344	0	0.196	0.466
ARHGDIB	RAC2	9606.ENSP00000228945	9606.ENSP00000249071	0	0	0	0	0.495	0.963	0	0.650	0.992
ARL15	PTPRU	9606.ENSP00000433427	9606.ENSP00000334941	0	0	0	0	0	0.087	0	0.388	0.418
ARL15	RSPO3	9606.ENSP00000433427	9606.ENSP00000349131	0	0	0	0	0	0.063	0	0.399	0.413
ARL15	GXYLT2	9606.ENSP00000433427	9606.ENSP00000374268	0	0	0	0	0.042	0	0	0.452	0.453
ARRB2	RGS2	9606.ENSP00000403701	9606.ENSP00000235382	0	0	0	0	0.089	0	0	0.540	0.563
ARRB2	SMO	9606.ENSP00000403701	9606.ENSP00000249373	0	0	0	0	0	0.353	0.900	0.959	0.997
ARRB2	VAMP8	9606.ENSP00000403701	9606.ENSP00000263864	0	0	0	0	0.081	0	0.500	0	0.521
ARRB2	WNT5A	9606.ENSP00000403701	9606.ENSP00000264634	0	0	0	0	0	0	0.500	0.516	0.747
ARRB2	GJA1	9606.ENSP00000403701	9606.ENSP00000282561	0	0	0	0	0	0	0	0.471	0.471
ARRB2	HHIP	9606.ENSP00000403701	9606.ENSP00000296575	0	0	0	0	0	0	0	0.468	0.468
ARRB2	RGS20	9606.ENSP00000403701	9606.ENSP00000297313	0	0	0	0	0.071	0	0	0.445	0.462
ARRB2	MAP2K1	9606.ENSP00000403701	9606.ENSP00000302486	0	0	0	0	0.049	0.314	0.500	0.934	0.975
ARRB2	PTGER4	9606.ENSP00000403701	9606.ENSP00000302846	0	0	0	0	0.048	0.341	0	0.379	0.577
ARRB2	P2RY1	9606.ENSP00000403701	9606.ENSP00000304767	0	0	0	0	0	0	0	0.521	0.521
ARRB2	GPR37	9606.ENSP00000403701	9606.ENSP00000306449	0	0	0	0	0	0.223	0	0.282	0.418
ARRB2	CHUK	9606.ENSP00000403701	9606.ENSP00000359424	0	0	0	0	0	0.605	0	0.150	0.651
ARRB2	S1PR3	9606.ENSP00000403701	9606.ENSP00000365006	0	0	0	0	0	0.108	0	0.525	0.558
ARRB2	PPP2R2B	9606.ENSP00000403701	9606.ENSP00000377936	0	0	0	0	0	0.095	0.800	0	0.811
ARRB2	CXCL12	9606.ENSP00000403701	9606.ENSP00000379140	0	0	0	0	0.086	0	0	0.585	0.605
ARRB2	CPE	9606.ENSP00000403701	9606.ENSP00000386104	0	0	0	0	0.055	0	0	0.395	0.404
ARRB2	RGS4	9606.ENSP00000403701	9606.ENSP00000397181	0	0	0	0	0.084	0	0	0.473	0.497
ARRB2	CHRM2	9606.ENSP00000403701	9606.ENSP00000399745	0	0	0	0	0	0	0.500	0.198	0.582
ARRB2	CLDN4	9606.ENSP00000403701	9606.ENSP00000409544	0	0	0	0	0	0	0	0.406	0.406
ARRB2	GPR1	9606.ENSP00000403701	9606.ENSP00000480405	0	0	0	0	0	0.108	0	0.423	0.464
ARRB2	LDLR	9606.ENSP00000403701	9606.ENSP00000454071	0	0	0	0	0	0.049	0.500	0.052	0.509
ARRB2	TXNIP	9606.ENSP00000403701	9606.ENSP00000462521	0	0	0	0	0.049	0	0	0.519	0.523
ARRB2	IGF1R	9606.ENSP00000403701	9606.ENSP00000497069	0	0	0	0	0.042	0.740	0	0.315	0.814
ARSD	MXRA5	9606.ENSP00000370546	9606.ENSP00000217939	0	0	0	0	0.064	0	0	0.410	0.424
ARSD	RPS4X	9606.ENSP00000370546	9606.ENSP00000362744	0	0	0	0	0.050	0	0	0.466	0.471
ARSD	ZFX	9606.ENSP00000370546	9606.ENSP00000368486	0	0	0	0	0.086	0.089	0	0.474	0.523
ARSD	C8orf82	9606.ENSP00000370546	9606.ENSP00000436621	0	0	0	0	0.042	0	0	0.434	0.434
ARSD	GYG2	9606.ENSP00000370546	9606.ENSP00000370555	0	0	0	0	0.063	0	0	0.528	0.538
ASF1B	RAD51AP1	9606.ENSP00000263382	9606.ENSP00000228843	0	0	0	0	0.410	0	0	0.258	0.544
ASF1B	KIF11	9606.ENSP00000263382	9606.ENSP00000260731	0	0	0	0	0.507	0	0	0.368	0.675
ASF1B	TIPIN	9606.ENSP00000263382	9606.ENSP00000261881	0	0	0	0	0.228	0	0	0.394	0.513
ASF1B	PKMYT1	9606.ENSP00000263382	9606.ENSP00000262300	0	0	0	0	0.436	0	0	0.179	0.517
ASF1B	HELLS	9606.ENSP00000263382	9606.ENSP00000377601	0	0	0	0	0.232	0.097	0	0.217	0.409
ASF1B	TYMS	9606.ENSP00000263382	9606.ENSP00000315644	0	0	0	0	0.324	0	0	0.174	0.418
ASF1B	DNAJC9	9606.ENSP00000263382	9606.ENSP00000362041	0	0	0	0	0.173	0	0	0.327	0.419
ASF1B	NCAPG2	9606.ENSP00000263382	9606.ENSP00000387007	0	0	0	0	0.322	0	0	0.199	0.434
ASF1B	SPC25	9606.ENSP00000263382	9606.ENSP00000282074	0	0	0	0	0.374	0	0	0.148	0.444
ASF1B	PRC1	9606.ENSP00000263382	9606.ENSP00000377793	0	0	0	0	0.402	0	0	0.114	0.448
ASF1B	INSIG1	9606.ENSP00000263382	9606.ENSP00000344741	0	0	0	0	0.075	0.324	0	0.217	0.468
ASF1B	RACGAP1	9606.ENSP00000263382	9606.ENSP00000404190	0	0	0	0	0.377	0	0	0.188	0.472
ASF1B	ZWINT	9606.ENSP00000263382	9606.ENSP00000363055	0	0	0	0	0.369	0	0	0.220	0.487
